Time[GMT],current_u[cm/s](10m),current_v[cm/s](10m),current_u[cm/s](14m),current_v[cm/s](14m),current_u[cm/s](18m),current_v[cm/s](18m),current_u[cm/s](22m),current_v[cm/s](22m),current_u[cm/s](26m),current_v[cm/s](26m),current_u[cm/s](30m),current_v[cm/s](30m),current_u[cm/s](34m),current_v[cm/s](34m),current_u[cm/s](38m),current_v[cm/s](38m),current_u[cm/s](42m),current_v[cm/s](42m),current_u[cm/s](46m),current_v[cm/s](46m),current_u[cm/s](50m),current_v[cm/s](50m),current_u[cm/s](54m),current_v[cm/s](54m),current_u[cm/s](58m),current_v[cm/s](58m),current_u[cm/s](62m),current_v[cm/s](62m)
2013/11/13 5:00,6.68,-18.77,5.93,-18.37,6.14,-17.36,6.18,-18.5,6.12,-18.31,5.38,-18.96,4.88,-18.69,4.49,-17.76,4.26,-16.68,4.12,-16.2,3.6,-15.53,3.02,-14.66,4.01,-13.1,5.57,-10.01
2013/11/13 6:00,1.47,-13.35,0.24,-13.1,0.29,-12.57,0.41,-12.63,1.04,-12.65,0.98,-12.77,1.34,-12.24,1.49,-12.41,0.46,-11.78,-0.35,-11.51,-1.01,-11.39,-0.8,-10.39,-0.07,-7.97,3.09,-5.33
2013/11/13 7:00,6.9,-15.04,7.69,-13.86,7.29,-12.2,7.58,-11.8,7.27,-12.84,7.74,-14.37,7.52,-14.33,6.01,-13.85,4.49,-12.64,3.3,-10.81,1.87,-8.84,3.19,-6.34,5.25,-3.83,5.97,-1.73
2013/11/13 8:00,5.04,-7.24,6.74,-6.31,8.15,-6.82,6.98,-8.11,5.71,-8.08,4.46,-7.42,2.31,-7.55,1.3,-7.34,0.59,-8.08,0.36,-8.36,0.46,-6.97,1.4,-4.59,4.22,-1.85,5.55,-0.71
2013/11/13 9:00,-1.17,-5.06,-2.16,-5.26,-1.22,-4.56,-0.1,-4.11,0.63,-3.78,0.89,-3.6,1.51,-2.88,1.33,-2.31,0.45,-2.16,0.19,-1.3,0.6,-1.28,-0.25,-1.23,1.32,-1.58,1.9,-1.09
2013/11/13 10:00,0.9,-7.04,-0.52,-5.49,0.07,-4.68,0.13,-3.83,0.49,-3.3,-0.6,-3.84,-2.37,-3.55,-4.03,-3.22,-5.35,-4.04,-6.43,-4.27,-5.32,-3.82,-4.28,-2.77,-1.97,-1.75,-0.82,-2.45
2013/11/13 11:00,-4.12,-8.06,-4.42,-9.82,-4.12,-11.82,-5.34,-11.25,-5.64,-10.3,-5.88,-9.85,-5.54,-10.27,-5.89,-10.48,-5.91,-10.07,-6.41,-9.8,-6.72,-9.48,-6.79,-9.6,-7.65,-8.51,-6.72,-6.76
2013/11/13 12:00,-3.87,-20.53,-3.37,-19.75,-3.4,-19.65,-4.69,-19.21,-6.01,-18.99,-5.25,-19.07,-5.76,-19.12,-5.67,-19.09,-5.53,-18.84,-5.49,-18.3,-4.81,-16.42,-4.94,-15.31,-5.12,-13.7,-4.81,-11.62
2013/11/13 13:00,-10.1,-15.53,-10.57,-16.72,-10.43,-17.2,-11.18,-17.12,-11.72,-15.71,-11.8,-15.11,-12.08,-13.84,-12.69,-14.23,-12.39,-13.51,-12.68,-12.56,-12.94,-11.38,-13.34,-11.09,-13.39,-11.62,-12.05,-10.17
2013/11/13 14:00,-5.5,-21.34,-6.34,-20.66,-5.54,-20.52,-4.79,-20.92,-4.33,-21.4,-4.56,-21.68,-4.31,-21.81,-5.05,-21.1,-4.91,-20.53,-4.35,-19.63,-4.02,-17.96,-3.74,-15.47,-4.56,-15.51,-4.52,-17.38
2013/11/13 15:00,-5.88,-14.97,-6.72,-14.6,-6.82,-14.63,-6.7,-15.02,-7.44,-13.99,-8.51,-12.85,-9.21,-12.64,-8.72,-12.18,-7.48,-12.12,-5.16,-11.51,-2.89,-10.71,-0.95,-10.23,-1.71,-11.5,-3.57,-13.64
2013/11/13 16:00,-4.84,-19.05,-5.83,-18.2,-5.83,-17.88,-6.19,-18.41,-6.13,-18.6,-6.07,-18.8,-6.31,-19.39,-5.63,-18.87,-4.09,-18.09,-2.39,-17.15,-1.21,-16.58,-0.78,-15.92,-1.07,-16.33,-1.85,-17.19
2013/11/13 17:00,7,-12.29,6.46,-12.25,6.7,-11.65,6.13,-11.83,5.14,-12.02,5.01,-12.27,4.09,-12.34,3.53,-11.89,2.84,-11.68,3.02,-10.58,2.84,-10.32,4.41,-9.63,6.22,-8.03,5.77,-6.91
2013/11/13 18:00,4.25,-9.79,4.52,-8.97,3.91,-8.01,3.27,-8.31,3.65,-8.19,3.31,-6.73,2.85,-3.84,2.13,-2.17,1.24,-0.98,0.99,0.51,0.02,0.95,-0.51,0.99,-0.96,0.75,0.31,1.04
2013/11/13 19:00,2.56,-9.05,2.76,-8.36,2.63,-7.25,2.44,-7.31,1.68,-6.18,1.06,-5.53,0.58,-4.63,0.97,-2.84,0.67,-2.2,0.61,-0.96,0.17,0.47,-0.81,1.63,-0.14,0.79,1.49,1.29
2013/11/13 20:00,0.61,-7.13,-0.02,-7.12,-0.97,-6.05,-1.56,-5.5,-1.7,-4.7,-1.51,-3.6,-0.45,-2.65,0.16,-2.57,0.34,-1.46,1.17,-1.1,1.26,-0.03,1.24,0.06,1.77,1.38,3.3,2.89
2013/11/13 21:00,9.59,-0.94,9.01,-0.07,8.98,3.48,7.89,4.29,5.97,4.75,5.37,4.67,4.65,3.62,5.02,3.42,5.2,4.2,4.49,4.82,4.89,5.89,6.33,6.64,7.83,6.89,8.19,7.42
2013/11/13 22:00,1.51,0.88,2.36,0.83,2.22,1.3,2.86,1.61,2.01,1.97,0.2,0.37,-0.66,0.11,-2.29,0.66,-3.97,1.71,-4.92,1.74,-3.98,1.4,-3.42,0.94,-3.17,1.12,-3.39,1.16
2013/11/13 23:00,-14.58,-7.38,-13.93,-6.77,-13.03,-7.33,-12.26,-7.09,-10.91,-6.37,-11.03,-5.99,-11.39,-5.16,-10.79,-4.03,-10.09,-2.56,-9.69,-1.81,-9.36,-1.19,-9.23,-0.94,-9.43,-1.31,-8.56,-0.73
2013/11/14 0:00,-5.05,-5.73,-5.12,-3.45,-4.3,-3.72,-4.17,-2.43,-3.23,-1.41,-2.59,-1.11,-1.22,0.57,-0.02,0.41,1.3,0.19,1.5,0.56,2.32,0.61,3,1.13,2.93,2.05,1.96,3.84
2013/11/14 1:00,-3.8,-15.28,-3.73,-13.79,-4.64,-13.55,-5.16,-13.92,-5.19,-13.82,-5.07,-14.2,-3.97,-14.7,-2.4,-13.7,-0.14,-13.22,1.15,-12.3,2.99,-10.8,3.11,-9.82,3.46,-8.25,1.52,-7.69
2013/11/14 2:00,-9.41,-15.74,-10.33,-14.77,-10.16,-13.98,-9.98,-13.19,-9.69,-13.11,-9.05,-12.81,-8.88,-12.34,-8.86,-12.75,-6.85,-12.13,-6.36,-11.36,-5.49,-10.78,-5.81,-10.77,-6.7,-11.25,-9.77,-9.78
2013/11/14 3:00,4.38,-19.79,5.26,-18.57,6.49,-17.47,7.07,-16.97,6.93,-17.54,6.45,-17.69,7.84,-17.78,8.17,-18.52,9.03,-18.26,10.37,-16.49,7.97,-16.49,5.18,-17.97,3.84,-17.34,1.32,-14.24
2013/11/14 4:00,0.46,-16.9,0.65,-17.16,0.68,-16.94,0.66,-17.89,1.13,-18.06,1.2,-17.93,1.17,-17.52,2.81,-16.71,3.41,-15.27,3.46,-13.37,2.68,-11.52,1.28,-10.69,-1.25,-10.95,-2.56,-11.45
2013/11/14 5:00,2.33,-20.62,2.15,-20.36,1.98,-19.47,2.23,-20.96,2.87,-20.35,3.76,-20.5,4.2,-20.57,4.33,-20.32,4.69,-19.79,4.4,-18.84,3.6,-17.93,2.08,-16.72,0.34,-14.12,-0.54,-12.61
2013/11/14 6:00,5.83,-14.63,6.19,-14.42,6.22,-14.52,5.32,-15,4.81,-15.05,5.65,-15.74,6.24,-15.97,7.23,-15.78,8.23,-16.31,8.43,-15.93,7.91,-14.94,7.64,-14.39,7.95,-13.67,6.82,-12.03
2013/11/14 7:00,9.37,-8.43,8.01,-8.43,8,-9.06,8.13,-8.81,8.31,-9.07,8.36,-9.89,8.56,-9.51,9.22,-9.31,9.58,-10.14,10.25,-11.3,11.13,-11.45,11.41,-11.67,11.65,-11.08,11.82,-9.25
2013/11/14 8:00,8.11,-5.68,9.05,-6.02,9.9,-5.02,10.42,-4.34,9.98,-4.27,10.21,-3.99,10.45,-4.44,10.72,-3.94,11.21,-4.52,11.38,-4.05,12.09,-4.67,12.45,-4.46,12.21,-3.69,11.6,-2.73
2013/11/14 9:00,17.48,-0.41,18.33,-0.78,18.82,-1.36,18.57,-2.58,17.02,-2.32,16.19,-1.32,14.99,-0.12,13.81,-0.38,13.29,-0.02,12.9,-0.13,12.39,-0.5,12.12,-1,11.32,-1.45,11.08,-2.37
2013/11/14 10:00,20.11,-0.44,18.72,-0.34,17.47,-1.04,16.41,-1.36,14.13,-1.75,12.24,-2.74,10.76,-3.4,8.16,-5.14,5.75,-5.46,3.84,-5.73,3.12,-5.42,2.78,-3.96,3.62,-0.88,5.31,1.1
2013/11/14 11:00,13.81,0.67,13.57,1.43,12.51,1.84,10.93,0.52,8.09,-0.46,5.91,-1.54,4.19,-2.07,3.16,-2.48,2.41,-3.45,1.38,-2.82,1.84,-2.26,2.91,0.05,4.17,1.07,4.72,1.34
2013/11/14 12:00,5.89,-1.13,3.71,-2.21,0.77,-3.21,-1.02,-2.82,-3.19,-2.23,-3.08,-2.93,-2.74,-3.35,-3.35,-3.74,-4.23,-3.28,-4.27,-2.46,-3.59,-0.57,-2.04,-0.52,-0.49,-0.46,0.21,-0.35
2013/11/14 13:00,15.82,-6.25,15.6,-6.21,15.52,-6.97,14.77,-6.25,13.44,-6.35,12.02,-5.11,11.4,-5.82,9.22,-5.86,5.98,-6.22,3.14,-5.84,0.24,-4.21,-0.26,-3.95,-0.29,-3.85,-0.3,-4.48
2013/11/14 14:00,10.74,-9.47,9.33,-8.96,8.17,-9.95,7.15,-10.05,3.85,-9.18,2.16,-8.44,-0.62,-6.88,-2.93,-5.81,-4.36,-5.93,-5.3,-5.91,-6.63,-5.69,-8.1,-3.94,-9.41,-2.04,-8.6,-2.32
2013/11/14 15:00,11.04,-17.64,8.76,-16.35,6.68,-16.36,4.38,-17.06,3.67,-17.49,2.97,-16.56,1.85,-15.96,1.16,-15.75,0.79,-15.24,-0.02,-14.65,-1.46,-14.04,-2.39,-12.02,-3.88,-9.55,-4.46,-9
2013/11/14 16:00,19.81,-18.62,18.3,-18.14,15.95,-17.29,13.92,-16.45,12.15,-16.47,9.73,-16.79,7.54,-17.14,4.7,-18.12,3.06,-18.2,1.68,-16.43,1.29,-13.1,0.37,-12.85,-1.25,-13.35,-0.88,-14.91
2013/11/14 17:00,14.91,-14.58,13,-14.12,11.39,-13.67,9.36,-12.82,8.21,-13.18,8.53,-12.87,7.53,-14.01,6.29,-14.08,4.69,-14.67,3.39,-14.86,0.91,-12.9,-0.23,-9.17,-0.93,-8.23,-1.16,-9.87
2013/11/14 18:00,14.37,-8.68,12.18,-7.68,10.26,-7.22,8.15,-6.82,7.62,-6.45,7.72,-6.11,7.75,-5.16,7.7,-4.65,7.92,-4.69,7.37,-3.92,7.21,-3.76,6.44,-2.95,5.26,-2.16,4.88,-2.27
2013/11/14 19:00,10.43,-11.55,7.83,-9.53,6.42,-7.66,4.94,-6.23,4.58,-6.44,4.51,-5.52,5.62,-4.03,7.98,-3.52,7.57,-2.18,8.11,-2.23,7.28,-2.27,6.23,-2.59,5.89,-2.17,4.55,-1.54
2013/11/14 20:00,4.88,-3.63,3.26,0.27,2.85,2.65,2.58,3.19,2.52,3.38,3.55,4.12,4.09,5.43,4.6,5.48,5.08,5.63,5.85,6.18,6.19,6.08,5.44,6.16,3.32,6.24,1.94,5.61
2013/11/14 21:00,7.51,-5.76,5.07,-5.98,2.66,-2.53,1.24,0.38,0.81,3.49,-0.25,6.62,0.17,8,0.93,7.92,1.27,7.81,2.57,6.64,3.55,5.16,2.77,5.66,1.47,5.78,-0.05,5.63
2013/11/14 22:00,10.11,-0.57,9.06,-0.89,7.8,-0.54,6.25,1.8,4.98,5.6,5.32,8.95,7.21,8.9,10.66,8.91,14.71,10.04,13.36,9.31,10.3,8.38,8.44,8.65,8.76,10,8.18,9.51
2013/11/14 23:00,1.55,1.42,0.62,0.71,0.08,1.8,-1.25,4.43,-2.4,6.48,-1.51,8.01,0.42,7.87,1.82,8.08,4.11,8.79,6.19,9.52,4.49,9.95,1.58,10.21,0.05,10.79,-0.17,9.46
2013/11/15 0:00,3.93,-6.01,3.06,-5.23,1.49,-4.88,0.58,-3.27,0.45,-1.12,-0.64,1.06,-1.16,2.78,-1.69,3.14,-1.09,3.22,-0.68,3.24,-0.02,2.82,-0.06,2.6,-1.16,4.14,-1.69,5.86
2013/11/15 1:00,3.79,-4.18,0.85,-6.54,-1.51,-4.64,-3.86,-2.43,-4.63,-0.58,-5.08,0.54,-4.56,2.27,-3.82,2.91,-4.33,1.5,-4.91,-0.35,-6.18,-0.64,-7.79,-0.5,-7.68,0.16,-7.34,1.1
2013/11/15 2:00,-1.79,-5.78,-3.23,-6.53,-5.54,-5.14,-6.91,-2.01,-7.08,-1.12,-8.08,-0.59,-9.87,-0.2,-11.03,0.5,-12.09,-0.14,-13.34,-0.84,-13.43,-0.87,-13.34,-0.84,-12.89,-1.95,-12.35,-1.68
2013/11/15 3:00,6.28,-8.22,5.34,-7.88,4.58,-9.16,2.56,-9.05,-0.19,-7.59,-1.96,-4.89,-4.77,-3.55,-7.31,-2.76,-8.65,-3.17,-9.59,-4.19,-9.07,-4.55,-8.56,-3.45,-7.98,-4.01,-9.44,-5.39
2013/11/15 4:00,14.03,-13.07,13.11,-13.14,11.65,-13.48,10.74,-13.24,9.2,-12.66,7.56,-12.75,5.24,-10.63,1.54,-9.15,-0.74,-8.17,-1.28,-8.13,-1.39,-8.79,-1.74,-8.69,-2.55,-9.77,-4.84,-11.2
2013/11/15 5:00,22.11,-17.92,18.87,-16.92,15.98,-16.03,12.4,-15.24,10.17,-14.46,7.96,-12,6.07,-8.91,5.31,-7.79,4.76,-8.06,3.55,-7.17,1.16,-6.86,-0.36,-8.06,-1.14,-8.92,-2.06,-10.36
2013/11/15 6:00,18.06,-12.88,16.99,-12.48,16.73,-12.66,15.57,-11.24,13.66,-10.15,11.36,-7.4,8.44,-5.37,4.78,-5.02,2.32,-4.52,0.63,-3.78,-2.76,-2.94,-4.2,-2.33,-3.95,-2.46,-3.89,-2.34
2013/11/15 7:00,18.88,-17.97,17.88,-16.07,17.13,-14.63,15.67,-14.66,15.04,-13.28,14.63,-11.94,12.84,-8.83,11.01,-6.25,9.94,-2.08,8.48,-0.02,6.87,0.11,5.2,-0.6,2.97,-1.5,1.79,-3.11
2013/11/15 8:00,15.49,-16.81,13.54,-16.57,12.19,-14.57,10.76,-13.65,8.99,-11.26,8.45,-8.82,7.45,-5.56,7.44,-1.07,6.73,3.31,4.7,3.43,2.32,1.65,-0.6,2.64,-1.3,1.17,-1.29,-0.92
2013/11/15 9:00,18.21,-14.41,16.2,-13.66,15.44,-13.58,14.31,-13.3,11.71,-12.31,9.97,-9.71,8.58,-5.85,8.89,-3.77,8.79,-0.03,8.38,3.71,7.48,4.27,5.41,3.85,2.85,4.01,2.03,2.92
2013/11/15 10:00,10,-6.04,8.17,-5.87,7.45,-5.56,6.59,-4.78,4.32,-3.18,3.32,0.07,3.73,3.86,3.52,7.98,4.4,12.64,5.03,15.34,4.25,15.52,2.43,14.96,2.21,12.6,1.61,11.16
2013/11/15 11:00,7.14,-0.43,5.65,-0.68,3.89,2.34,2.16,5.26,1.58,7.49,1.83,8.72,3.1,11.4,5,12.72,5.77,15.67,6.24,17.91,6.21,20.41,5.21,20.94,3.89,20.12,3.2,18.96
2013/11/15 12:00,2.82,-3.42,2.53,-3.83,1.64,-4,-0.54,-2.68,-2.21,0.06,-2.26,1.92,-1.3,3.58,-0.76,6.25,-0.56,9.03,0.41,12.67,-0.72,14.32,-1.72,14.53,-2.6,13.64,-3.25,10.3
2013/11/15 13:00,1.86,-7.8,0.55,-8.3,0.24,-8.29,-0.77,-6.72,-2.7,-4.17,-3.94,-0.79,-3.2,1.22,-2.22,2.14,-1.22,4.33,0.63,6.15,1.27,8.86,0.31,10.97,-1.22,10.5,-2.79,7.41
2013/11/15 14:00,8.03,-14.28,7.03,-13.75,4.42,-13.08,1.74,-11.49,0.63,-10.26,-0.03,-8.79,1.83,-6.66,3.55,-3.41,5.21,-1.65,6.39,-1.39,6.32,0.89,5.11,2.09,2.64,1.96,1.08,1.59
2013/11/15 15:00,5.42,-14.66,4.76,-14.54,2.36,-14.23,-1.65,-11.69,-2.96,-8.43,-2.59,-6.23,-2.36,-5.95,-1.35,-4.81,-0.51,-2.77,-1.18,-1.62,-2.43,-0.95,-3.81,-0.54,-4.98,0.57,-6.39,1.08
2013/11/15 16:00,4.51,-20.58,2.09,-20.17,-1.37,-18.09,-4.44,-14.53,-4.69,-13.04,-3.79,-12.56,-2.76,-11.51,-2.45,-10.79,-4.33,-10.11,-5.24,-9.55,-6.59,-9.23,-7.57,-8.07,-8.43,-6.97,-7.89,-6.7
2013/11/15 17:00,18.61,-19.83,15.54,-19.72,12.09,-17.32,11.33,-16.2,10.63,-14.94,9.74,-15.11,9.11,-14.05,9.6,-13.27,9.64,-13.05,9.13,-11.74,7.94,-11.27,7.62,-8.86,7.6,-7.09,6.23,-7.72
2013/11/15 18:00,19.01,-13.95,16.21,-14.7,12.19,-12.17,9.74,-8.94,8.29,-8.65,7.76,-9.65,7.87,-10.35,8.52,-11.09,10.09,-9.05,9.66,-8.34,7.79,-8.39,6.2,-7.62,6.09,-5.56,5.27,-6.65
2013/11/15 19:00,20.95,-12.42,19.48,-12.76,16.36,-12.46,13.2,-12.38,8.87,-9.52,6.75,-7.03,5.65,-6.85,6.63,-5.61,7.68,-4.24,7.15,-3.56,6.36,-3.7,6.55,-2.28,5.71,-2.96,5.34,-5.48
2013/11/15 20:00,26.52,-6.01,23.98,-6.26,21.47,-5.57,17.21,-3.63,12.98,0.31,11.35,2.21,10.02,2.12,11.39,3.8,11.76,4.96,11.95,6.06,12.86,6.86,13.46,6.94,13.17,5.49,11.6,4.49
2013/11/15 21:00,21.93,-10.86,18.27,-9.47,13.92,-6.2,10.15,-3.8,7.95,-2.07,7.12,-1.06,7.53,-1.04,7.63,0.35,8,1.19,8.02,1.82,7.7,1.83,6.1,1.24,2.53,-0.06,1.17,-1.1
2013/11/15 22:00,22.57,-3.03,20.73,-2.13,17.43,-1.26,13.91,3.42,10.86,9.28,9.77,10.1,7.8,10.75,6.35,12.4,5.8,13.17,6.47,14.42,5.36,14.61,4.55,14.88,5.45,14.32,5.94,13.42
2013/11/15 23:00,13.8,6.52,10.35,9.23,9.68,11.43,8.55,14.43,6.54,16.22,4.57,17.19,3.02,17.13,0.24,17.01,-0.3,17.06,0.24,17.33,0.27,18.28,-0.78,17.96,-0.18,16.99,0.62,14.73
2013/11/16 0:00,15.37,-4.09,12.84,-2.66,7.16,1.56,3.56,5.79,1.48,7.46,-0.14,9.68,-2.6,11.23,-4.54,11.79,-5.71,13.21,-6.58,16.39,-6.47,18.41,-6,17.93,-4.94,16.16,-2.45,14.52
2013/11/16 1:00,4.46,-6.37,1.35,-5.44,-0.73,-3.78,-3.54,-1.08,-6.3,4.87,-6.45,8.8,-7.06,12.48,-7.84,15.38,-8.51,17.58,-8.04,19.81,-7.91,20.06,-6.32,17.94,-4.65,15.21,-4.47,12.23
2013/11/16 2:00,4.77,-12.87,2.16,-12.2,0.48,-11.15,0.09,-7.82,0.42,-2.07,0.3,1.76,0.07,3.89,-0.02,6.58,-2.02,9,-3.28,11.75,-4.18,12.63,-3.9,12.4,-1.55,11.24,-0.35,7.63
2013/11/16 3:00,2.35,-9.74,-1.48,-7.14,-2.04,-4.6,-1.43,-0.12,-0.83,3.41,-1.66,4.41,-0.44,6.24,0.01,7.84,-2.86,9.69,-3.91,11.77,-4.86,11.79,-4.06,12.25,-4.6,12.29,-2.9,10.51
2013/11/16 4:00,-2.35,-13.16,-4.23,-11.12,-2.25,-11.46,-0.94,-9.59,-0.06,-6.29,-0.9,-4.25,-0.62,-3.12,-0.83,-1.4,-2.61,0.67,-4.53,2.17,-6.03,2.97,-6.32,3.92,-7.26,4.26,-6.66,2.98
2013/11/16 5:00,0.73,-9.92,-1.56,-10.3,-1.4,-11.51,-0.01,-10.57,1.32,-7.75,1.66,-5.77,1.35,-5.44,1.61,-3.9,1.41,-2.91,0.14,-0.79,-0.16,1.21,-0.96,2.11,-0.72,3.02,-0.68,1.88
2013/11/16 6:00,3.89,-13.76,4.27,-12.6,3.05,-10.67,4.34,-9.76,4.71,-8.91,4.61,-7.9,5.15,-6.58,4.12,-4.91,3.3,-3.28,2.88,-2.57,2.11,-1.76,2.36,-1.89,3.12,-4.38,0.33,-7.22
2013/11/16 7:00,10.61,-1.88,9.01,-1.43,7.42,-0.66,5.48,0.21,6.1,0.92,7.11,2.38,6.49,4.08,6.28,7.15,4.56,9.03,3.38,9.82,3.17,10.49,4.82,8.17,4.43,5.01,1.38,1.99
2013/11/16 8:00,9.52,2.39,9.44,1.95,7.13,3.02,4.65,3.93,4.76,4.28,4.97,6.33,4.46,10.04,4.51,11.94,4.77,13.48,5.17,13.19,5.61,14.16,6.35,13.76,8.02,12.07,6.37,7.91
2013/11/16 9:00,14.87,4.02,14.28,4.26,13.44,3.59,11.71,6.51,8.64,6.62,9.31,7.86,10.61,9.41,8.98,11.32,8.25,12.35,7.28,14.15,7.2,13.39,8.83,10.12,8.29,7.76,6.42,6.36
2013/11/16 10:00,14.23,9.89,13.53,9.78,12.39,10.79,12.57,13.26,9.11,13.97,6.94,13.21,6.9,11.63,5.13,11.61,4.02,13.88,4.01,17.33,4.05,18.91,4.31,18.05,4.74,13.58,4.48,8.27
2013/11/16 11:00,9.9,7.63,9.42,7.48,8.62,8.39,6.9,10.27,2.62,11.26,2.11,9.85,1.58,8.85,0.8,10.39,-1.21,12.49,-1.47,14.71,0.4,18.53,0.36,19.35,-0.14,15.85,-2.25,9.77
2013/11/16 12:00,11.21,11.9,10.65,10.99,10.53,11.38,9.8,12.41,8.83,13.89,5.33,15.75,3.47,16.01,2,18.08,3.09,19.66,4.11,20.08,4.98,20.66,5.15,20.08,3.09,18.62,-0.69,15.58
2013/11/16 13:00,4.02,4.99,3.89,5.06,4.58,4.85,2.11,5.77,-0.9,8.09,-4.49,10.23,-7.45,14.45,-8.27,17.13,-7.28,17.64,-8.21,18.3,-7.8,18.32,-7.41,18.44,-5.06,16.54,-4.21,15.13
2013/11/16 14:00,-0.77,-5.36,-2.37,-2.5,-2.41,-1.68,-2.37,-0.1,-1.9,2.45,-3.4,4.61,-4.31,7.26,-5.18,10.44,-6.2,13.79,-5.55,14.41,-5.63,13.96,-5.62,13.24,-7.05,12.8,-9.15,11.11
2013/11/16 15:00,-1.92,-9.79,-3.64,-8.96,-3.03,-7.2,-4.02,-6.35,-3.23,-3.81,-3.16,-0.96,-4.53,2.17,-5.04,5.88,-6.57,8.14,-8.49,8.28,-8.37,8.21,-8.04,7.48,-7.32,7.17,-8.29,3.85
2013/11/16 16:00,1.84,-9.79,2.27,-9.14,3.15,-7.92,4.5,-7.2,4.42,-6.6,4.02,-4.94,2.99,-3.27,0.05,-0.51,-1.29,0.44,-2.69,-0.09,-3.08,-0.52,-3.5,0.5,-2.54,-0.57,-0.65,-3.34
2013/11/16 17:00,3.58,-4.87,4.46,-3.65,5.29,-3.61,5.17,-3.23,4.48,-1.66,3.1,0.11,1.17,1.3,-0.75,1.76,-2.86,0.8,-4.89,1.64,-6.51,2.82,-4.76,3.25,-4.33,2.54,-3.33,-0.39
2013/11/16 18:00,6.44,-5.67,6.13,-6.39,6.81,-5.86,8.75,-5.69,8.62,-4.27,6.61,-1.43,3.32,-1.29,0.59,-1.6,-1.74,-1.16,-1.84,-0.14,-1.52,-1.2,-2.49,-2.12,-3.06,-3.34,-2.36,-3.23
2013/11/16 19:00,12.64,-6.8,11.44,-6.64,11.39,-6.14,13.55,-5.69,13.29,-3.78,10.35,-2.38,6.58,-1.34,5.57,-1.12,3.01,-0.96,1.76,-0.61,3.09,-0.52,2.74,-1.78,2.57,-3.61,2.3,-7.87
2013/11/16 20:00,8.94,0.85,8.45,1.43,7.84,1.04,9.72,1.72,8.23,4.19,7.11,4.79,5.52,4.51,2.54,4.33,1.72,5.65,2.21,6.11,2,5.42,2.08,4.82,0.95,5.1,-1.44,3.01
2013/11/16 21:00,10.86,3.11,9.28,3.15,8.61,2.95,8.81,3.01,9.26,5.97,10.09,8.73,7.83,9.61,5.89,10.16,3.22,9.66,3.16,9.85,3.18,9.44,3.56,8.2,2.59,7.59,1.52,7.68
2013/11/16 22:00,13.81,3.39,12.96,3.44,10.75,3.5,12.05,3.68,10.72,4.95,11.36,7.66,10.82,10.1,9.12,10.53,8.06,10.93,7.74,10.94,8.97,9.64,8.26,7.86,6.01,7.69,4.37,7.61
2013/11/16 23:00,13.85,12.5,12.36,10.89,10.74,9.66,12.39,12.15,11.71,11.63,10.97,11.3,11.33,12.88,11.43,14.26,10.6,15.27,10.23,15.47,10.74,14.47,10.3,12.14,7.3,9.97,3.42,7.63
2013/11/17 0:00,11.17,11.36,9.97,10.47,10.84,12.41,10.61,11.82,10.87,13.36,10.48,12.93,9.16,12.11,8.79,13.67,8.73,16.26,7.13,15.67,6.71,15.33,6.44,14.52,3.36,12.95,-0.02,10.66
2013/11/17 1:00,0.88,11.14,-0.84,11.98,0.21,13.34,0.02,13.6,0.03,13.92,-0.04,13.48,-0.93,13.31,-0.99,13.5,0.48,15.2,-0.01,16.1,-0.48,16.27,-0.44,14.09,-2.02,12.77,-4.99,10.5
2013/11/17 2:00,-2.02,9,-2.98,9.75,-2.34,10.05,-1.32,10.47,-2.04,9.41,-5.1,10.88,-6.82,13.08,-7.14,14.13,-6.58,15.03,-5.76,16.44,-4.89,15.65,-5.74,13.3,-9.1,10.6,-12.79,9.68
2013/11/17 3:00,-3.56,1.73,-2.89,1.94,-1.36,2.72,-1.09,1.86,0.37,2.2,-1.74,2.61,-3.03,5.45,-4.85,7.3,-5.06,9.02,-4.78,9.83,-2.88,11.14,-3.14,8.56,-5.72,6.41,-8.95,2.6
2013/11/17 4:00,-3.81,1.87,-2.25,2.56,-1.61,2.54,-1.41,1.87,-1.92,2.86,-2.77,5.64,-4.83,6.57,-5.42,7.13,-4.24,7.7,-1.45,8.86,-0.35,7.32,-2.84,4.15,-6.16,1.67,-9.82,-0.39
2013/11/17 5:00,-0.81,-2.13,0.72,-2.71,-0.77,-1.59,-0.7,0.93,-4.64,1.51,-6.08,1.07,-5.08,1.9,-2.22,2.14,-0.08,3.01,-0.81,1.95,-2.36,-0.83,-5.13,-1.67,-9.45,-2.26,-13.69,-2.41
2013/11/17 6:00,7.6,-6.04,7.39,-5.69,7.1,-6.82,5.83,-5.75,5.71,-2.96,2.38,-2.31,1.89,-1.41,4.81,-1.04,7.27,-1.54,7.58,-1.55,4.68,-3.69,1.48,-4.15,-1.12,-3.17,-1.81,-2.96
2013/11/17 7:00,9.54,-1.79,7.08,-1.6,5.42,-0.64,5.53,2.42,1.55,3.82,1.27,4.05,3.72,3.23,4.97,2.56,2.23,0.58,-0.98,0.12,-5.04,-0.29,-6.99,-0.05,-4.91,-2.76,-3.88,-5.79
2013/11/17 8:00,8.99,0.34,6.79,2.08,5.76,4.06,7.24,7.44,4.21,8.82,3.82,8.7,4.52,8.81,6.13,7.31,7.66,6.42,4.4,5.11,1.32,4.9,-0.81,5.4,-3.1,5.01,-3,1.59
